regional_id;share_of_commercial_vehicles
13076;0.057330619
03101;0.248174325
03102;0.062237266
03103;0.603988046
03151;0.048621967
03153;0.073207822
03154;0.054574902
03155;0.072622152
03157;0.049035039
03158;0.050887205
03159;0.074922042
03241;0.11275789
03251;0.070187379
03252;0.050326373
03254;0.058700368
03255;0.053794904
03256;0.069616178
03257;0.054872537
03351;0.06376296
03352;0.043826792
03353;0.076789258
03354;0.047940915
03355;0.098587042
03356;0.041359185
03357;0.113433539
03358;0.053777223
03359;0.066158279
03360;0.053695955
03361;0.077031992
03401;0.079501504
03402;0.082471264
03403;0.128392615
03404;0.147866291
03405;0.072363144
03451;0.074050979
03452;0.069237793
03453;0.068123106
03454;0.082796754
03455;0.058511707
03456;0.084444122
03457;0.053423723
03458;0.067153818
03459;0.066416151
03460;0.094662544
03461;0.054367792
03462;0.046912884
05111;0.265538578
05112;0.084983232
05113;0.132387116
05114;0.109054506
05116;0.103364159
05117;0.099553787
05119;0.075072787
05120;0.112380797
05122;0.123980688
05124;0.116792657
05154;0.068467475
05158;0.124892405
05162;0.107295315
05166;0.081682664
05170;0.064093816
05314;0.245128293
05315;0.190157545
05316;0.127827688
05334;0.104827206
05358;0.063969232
05362;0.083308955
05366;0.098396797
05370;0.070495687
05374;0.084140625
05378;0.082412752
05382;0.070102302
05512;0.06462917
05513;0.089806963
05515;0.157831152
05554;0.098383646
05558;0.076640325
05562;0.056103574
05566;0.083286226
05570;0.08511831
05711;0.11664735
05754;0.09454076
05758;0.083635729
05762;0.05462695
05766;0.084004657
05770;0.079872012
05774;0.083416486
05911;0.14903051
05913;0.088228415
05914;0.08251052
05915;0.074533514
05916;0.071123755
05954;0.080487668
05958;0.081338491
05962;0.071988474
05966;0.088115844
05970;0.109990518
05974;0.06590114
05978;0.070924564
07111;0.179778353
07131;0.070288338
07132;0.077873918
07133;0.074443654
07134;0.074000929
07135;0.058861039
07137;0.073137889
07138;0.088054753
07140;0.080273568
07141;0.060917942
07143;0.086739142
07211;0.07618233
07231;0.06787189
07232;0.07277628
07233;0.060534242
07235;0.07618233
07311;0.098420914
07312;0.111301825
07313;0.128744493
07314;0.128770556
07315;0.158529592
07316;0.10521616
07317;0.121911545
07318;0.125395733
07319;0.096233111
07320;0.08250144
07331;0.058187933
07332;0.059715004
07333;0.061988589
07334;0.073026227
07335;0.051684663
07336;0.032820665
07337;0.06348808
07338;0.050381786
07339;0.113361926
07340;0.043435727
10041;0.097372846
10042;0.061634862
10043;0.062970848
10044;0.063362405
10045;0.078842747
10046;0.062089738
14511;0.134096132
14521;0.082411031
14522;0.087916076
14523;0.095272573
14524;0.089387166
14612;0.139266743
14625;0.083842931
14626;0.087243109
14627;0.082606724
14628;0.093487543
14713;0.117867795
14729;0.086838812
14730;0.078651293
15001;0.085518977
15002;0.110589363
15003;0.122771796
15081;0.063979729
15082;0.080278477
15083;0.069117143
15084;0.075570487
15085;0.072053845
15086;0.07429571
15087;0.076697533
15088;0.083940737
15089;0.071994597
15090;0.082685301
15091;0.073809619
01001;0.133677148
01002;0.139148117
01003;0.113017872
01004;0.127485101
01051;0.057590066
01053;0.057168729
01054;0.070259222
01055;0.060818253
01056;0.090548794
01057;0.0528137
01058;0.062450602
01059;0.06303039
01060;0.095236075
01061;0.070212528
01062;0.111640554
16051;0.125757216
16052;0.094296329
16053;0.12067893
16054;0.08764199
16055;0.102875421
16061;0.056130626
16062;0.073189882
16063;0.097143613
16064;0.06580946
16065;0.064255942
16066;0.07154974
16067;0.077610679
16068;0.064288202
16069;0.047536601
16070;0.074409139
16071;0.066833177
16072;0.063959508
16073;0.052305495
16074;0.058961882
16075;0.083114663
16076;0.070806425
16077;0.074264563
