idx,id_ags,gen,geom_as_text,fl_km2
145,7340000,Südwestpfalz,"MULTIPOLYGON(((410452.232058372 5434260.52075731,407543.16763498 5433134.49588721,404729.935438331 5434699.8674808,403153.932799052 5433300.5776841,401232.998766969 5434042.46918741,398205.423619066 5437424.73198489,395109.88893862 5437367.7767643,392662.340146796 5439842.01656413,392237.692858136 5440296.21959725,390438.746750884 5444794.70114793,390204.301595585 5447194.49843212,385872.764885298 5446952.3062027,386732.403377199 5449090.20358485,384173.877745251 5448599.2891421,381988.381612059 5448172.81835809,381075.099093174 5446685.49687766,377614.783791182 5449879.7861834,379566.143528546 5451317.34594868,380734.855946907 5453015.53438645,383401.692163217 5452545.41231317,385530.135337015 5453988.6254511,383665.176035446 5454716.72593905,384309.749140032 5457320.22261829,387117.467344419 5458527.58825548,385743.09625179 5460026.64557901,384273.566904973 5460520.69133677,384287.494529898 5463131.19023591,383317.040150213 5463863.96588744,382108.106252446 5464339.2838838,383763.769667385 5466116.44361311,383988.838862264 5469562.47029032,384479.301588117 5469078.39252923,386559.938460552 5467959.05304547,386968.666022859 5467955.40537852,387620.777920455 5467620.9877689,389444.064649407 5466496.89534371,390043.472619841 5466370.05613673,391281.45976877 5468104.57969022,393753.324650096 5466186.63388127,395351.261375852 5467655.83431355,395407.443338501 5467861.09457607,396202.299239453 5469499.05776211,398475.967308194 5470228.85570145,398614.257940344 5470169.72036737,398903.452538509 5468873.24537915,400422.034725853 5468271.28832964,400327.237321096 5466388.05008044,403310.570164596 5466314.28947328,403339.764000255 5465264.55402569,405423.969639433 5465805.20553691,407496.75362976 5466618.73413912,409981.486852929 5466482.48112582,410440.35018451 5463136.99050095,412679.414470231 5462259.25202967,415236.460879918 5463834.02982324,415122.82837608 5464102.75340657,416625.025895602 5465222.39574969,417698.624313014 5462903.9743687,417969.708741904 5459540.56237752,414983.467429372 5458019.91503601,414762.251028894 5455435.5389576,416260.153885874 5456709.11894301,418671.650908724 5455229.91256821,417408.113285566 5454134.29389939,420026.549749987 5453907.75331122,419919.711565119 5451496.88945257,420961.172602599 5451343.53152652,418987.665620557 5449230.90314134,421047.978404052 5447799.46410198,420789.359753141 5447105.91522418,420483.73274787 5446748.46669672,419792.273052568 5445322.73565587,419562.493970172 5444445.75133236,418860.39966193 5443866.99189478,417752.738043544 5445086.17820996,417063.455192784 5445427.88760404,416347.443136548 5442687.33717119,417072.99899487 5440990.10788172,420084.244882246 5441151.9234605,420630.451121976 5439227.9274325,419065.182110938 5438315.12254484,419304.973020129 5436696.82392641,419236.417382478 5436291.32166043,418213.044398862 5434095.5944256,420397.728890121 5433041.57930919,418828.795201463 5433501.78156637,417172.175196226 5431733.48805443,413691.367824082 5434190.44551942,411159.538127021 5434659.91353854,410452.232058372 5434260.52075731),(393746.626017682 5452620.50219112,391815.197931788 5450798.42467178,392920.666146583 5449648.24130835,395804.290298273 5446940.87738906,397534.018947061 5447741.35383703,397272.790214368 5446364.48634935,396750.125992333 5445673.33884325,396241.077920827 5444142.24407599,400510.315932322 5446430.3121837,401956.961322227 5449620.4875424,403411.687512852 5453719.12899114,399177.570589421 5452610.23038698,397936.97933309 5454339.81626533,395957.258420602 5454534.43594612,393746.626017682 5452620.50219112)))",953.850771154355
146,8111000,Stuttgart,"MULTIPOLYGON(((503296.317085977 5399263.24042964,504766.260626808 5400287.06335726,506303.866179477 5402310.13978224,505654.925722207 5406778.47757327,506677.921832914 5409328.11411384,508226.566150422 5407669.7641508,510134.5670149 5408350.53255363,509806.048433901 5411621.63725082,511262.416350348 5412042.23501563,513947.164178915 5410548.53131972,516514.128636549 5412584.91042742,517913.828064653 5410477.43350874,518245.718721335 5404616.62923584,523158.260216629 5402937.3885034,523044.466555539 5402434.13780083,520290.800645426 5401939.38880091,518817.769401466 5398793.90895038,515662.611911015 5397345.08440358,518045.479481989 5393539.0430536,514884.314454333 5393031.96867343,507704.03123157 5395121.63436533,503296.317085977 5399263.24042964)))",209.61586204231
147,8115000,Böblingen,"MULTIPOLYGON(((488997.255248972 5376020.94077613,490025.876084795 5373689.14854567,488674.874681385 5371895.58409024,488111.461607836 5371778.07571234,484111.609029473 5374220.29342001,482935.725411371 5374329.12491091,482105.295152321 5376553.43122473,483272.70414006 5377443.1510242,481306.363373996 5382598.45500919,484875.973928451 5382380.77197929,484943.954333763 5386915.14019467,485178.333918224 5389527.41910473,486653.722886384 5390177.54251831,486711.355590111 5390731.61974415,489853.854646849 5394146.39464189,489354.790829612 5394886.05655294,491014.569097132 5396740.74867339,487441.701562643 5398175.38504548,486718.349619375 5401174.18298604,485613.739788638 5402771.36620732,486465.887349665 5403735.73086129,488427.280856099 5405171.7717247,492369.722637643 5405034.47053382,492721.343292704 5405427.90036633,492668.143061332 5406968.40292106,492244.553387277 5408025.65617166,490611.793535188 5407140.32125483,491602.821851174 5408601.48701197,490666.752998505 5409292.28712749,492837.351024341 5411945.53123378,494778.382188442 5412624.17691256,496924.382179072 5411311.69682784,497497.691367895 5408537.97479314,497664.855301038 5408431.39609376,502259.780444588 5408320.16213082,503111.657095461 5406262.69874857,502219.208552703 5405160.60525059,504766.260626808 5400287.06335726,503296.317085977 5399263.24042964,507704.03123157 5395121.63436533,507881.048336645 5393645.48218387,506279.169292858 5391357.28867057,506523.129074716 5391208.25540097,509410.109487935 5391515.97518608,511570.80869874 5388756.45080299,511966.05887442 5388100.6198534,512832.638251654 5386734.52102621,510602.503564349 5384994.57580474,511148.719586733 5383453.04286454,509523.475388485 5383140.06628246,507177.346287431 5385433.78543061,505836.753062744 5381746.36736866,503180.70735969 5381683.26164664,502566.818220371 5380418.86929925,498378.19968489 5381935.64198827,496254.988832924 5381558.93940547,495957.502644087 5379384.42376104,491766.834367834 5378640.91918821,491396.43634403 5376417.95690924,488997.255248972 5376020.94077613)))",616.78161747569
148,8116000,Esslingen,"MULTIPOLYGON(((522281.668950966 5380559.67301634,521383.948078813 5379183.33729733,518772.737950303 5379501.03998304,518445.07876865 5380095.0393252,516606.722176122 5379199.9831609,515273.075041575 5380973.44949122,515231.095431267 5382746.15457368,513244.865334247 5383519.62850633,511148.719586733 5383453.04286454,510602.503564349 5384994.57580474,512832.638251654 5386734.52102621,511966.05887442 5388100.6198534,511570.80869874 5388756.45080299,509410.109487935 5391515.97518608,506523.129074716 5391208.25540097,506279.169292858 5391357.28867057,507881.048336645 5393645.48218387,507704.03123157 5395121.63436533,514884.314454333 5393031.96867343,518045.479481989 5393539.0430536,515662.611911015 5397345.08440358,518817.769401466 5398793.90895038,520290.800645426 5401939.38880091,523044.466555539 5402434.13780083,525297.680150258 5401966.81551008,526036.715427145 5402405.72499738,528397.553481684 5402005.52758529,528843.242003497 5403947.33887584,530570.968191084 5400587.6234854,532016.422548221 5402586.60414828,534437.977736425 5402348.5224997,536207.729161902 5401707.29866332,536978.538307509 5400225.00965679,537430.974403522 5399655.19936896,535809.831788597 5396994.84954124,535656.608918274 5394905.73784824,535933.103227245 5392765.97817808,536286.327801264 5391859.25409312,536154.338853458 5390768.78404515,538573.212552959 5389512.76601149,539834.487321523 5389835.11165501,540862.631258057 5389321.90730052,540569.771845161 5388324.20002201,540962.242661585 5387651.23149361,539400.36575362 5386865.94193736,543705.06125015 5384997.95500792,543704.854393972 5382919.40721042,543911.993530564 5381616.87275835,541377.06796493 5377815.84399974,542995.293586846 5376390.77190149,539137.662865517 5374984.55610299,539204.9578931 5373528.33497222,537249.265544777 5374981.52819648,537296.889016165 5373559.90350785,534951.863847607 5373496.6659286,534493.072297657 5373840.31318606,536154.455415284 5375434.33934119,533312.090237435 5377128.55260871,530897.741541173 5375990.14402869,530167.865734832 5376192.34810862,527946.45555283 5375798.58024113,525052.351525583 5377426.59609852,524124.29153298 5376454.08963078,523504.547627243 5377932.13209436,523205.819112477 5378811.84556066,523724.796634667 5379794.09172378,523438.645401627 5380603.24892054,522281.668950966 5380559.67301634)))",639.331296819272
149,8117000,Göppingen,"MULTIPOLYGON(((553258.055977065 5378012.31748046,551354.095515488 5376687.50209758,551290.559212492 5376166.36641146,550900.586433184 5374125.1082952,549224.553202427 5374848.29594045,548681.064710792 5374248.43617257,546693.539435375 5376179.13484471,543196.583824182 5376124.89153877,542995.293586846 5376390.77190149,541377.06796493 5377815.84399974,543911.993530564 5381616.87275835,543704.854393972 5382919.40721042,543705.06125015 5384997.95500792,539400.36575362 5386865.94193736,540962.242661585 5387651.23149361,540569.771845161 5388324.20002201,540862.631258057 5389321.90730052,539834.487321523 5389835.11165501,538573.212552959 5389512.76601149,536154.338853458 5390768.78404515,536286.327801264 5391859.25409312,535933.103227245 5392765.97817808,535656.608918274 5394905.73784824,535809.831788597 5396994.84954124,537430.974403522 5399655.19936896,536978.538307509 5400225.00965679,538047.577649884 5401159.45845339,540262.784701147 5398754.37563774,541954.333329156 5399859.30795907,542636.783991894 5399833.04880745,542167.430070142 5403181.2543388,545155.088054462 5401991.49036936,546037.486485263 5402564.18155774,548339.747525658 5402142.49800737,552601.836553936 5402916.01052736,552469.595660684 5402380.40296965,554606.798853914 5402660.25090494,555333.521194698 5400127.05255664,557758.062397499 5398240.8275469,558279.472306711 5397683.56907796,558248.445594581 5396670.82550877,559290.210846938 5396276.7269406,561283.137173875 5397568.45596462,562515.490180301 5397394.12078428,566414.343255489 5396279.14653592,564872.793983527 5400168.97071817,566924.427590838 5400428.93364989,568624.47700973 5397864.10030742,572641.22093626 5397607.22598036,573018.447217082 5395184.98390574,570843.611826287 5394285.74316087,570437.173930569 5390899.07634707,568608.282564399 5390906.60902595,567840.823863372 5388077.73432173,569559.002064184 5386951.18075561,565725.178743623 5385872.90288888,560309.624668975 5378797.22775576,553867.308418555 5379190.23161702,553784.223073156 5379145.57811563,553219.305145753 5378549.40703941,553258.055977065 5378012.31748046)))",642.076342347935
150,8118000,Ludwigsburg,"MULTIPOLYGON(((529197.280083163 5432422.24820909,527885.228004236 5433012.74100986,529001.679124791 5434131.42888851,531121.053253355 5434715.35549386,530321.691923092 5433988.12324785,530415.612815753 5432805.92546205,529197.280083163 5432422.24820909)),((522939.957283017 5416428.10665974,520376.166381704 5411982.29800734,517913.828064653 5410477.43350874,516514.128636549 5412584.91042742,513947.164178915 5410548.53131972,511262.416350348 5412042.23501563,509806.048433901 5411621.63725082,510134.5670149 5408350.53255363,508226.566150422 5407669.7641508,506677.921832914 5409328.11411384,505654.925722207 5406778.47757327,506303.866179477 5402310.13978224,504766.260626808 5400287.06335726,502219.208552703 5405160.60525059,503111.657095461 5406262.69874857,502259.780444588 5408320.16213082,497664.855301038 5408431.39609376,497497.691367895 5408537.97479314,496924.382179072 5411311.69682784,494778.382188442 5412624.17691256,493647.747032995 5416766.92446977,493797.405722111 5417712.96587101,493120.019753218 5421254.1000087,496205.365739801 5420993.14726816,493034.70737451 5429829.62151298,490939.023770886 5431372.86311024,495211.771818063 5431937.2413814,497905.299336685 5432067.25536543,499220.881026582 5431651.07834311,501267.386651609 5430014.72851997,504398.38391979 5430295.25747069,504814.904385465 5432502.19734951,507792.031926945 5433193.87713986,507425.169890038 5434315.49502752,508469.826147809 5434434.76966334,512777.091185382 5433205.99185367,512141.581471976 5432002.28140807,513580.762485057 5430866.46318028,517189.439922468 5430006.71422636,517298.126674092 5429726.90498474,518694.312558878 5430559.29251153,521098.088677307 5432233.35646615,521556.472954345 5431043.33261481,529190.354334982 5431776.05999153,528086.382029005 5429695.58208568,524793.935388768 5427782.81486436,523796.787505253 5427195.58637184,524438.91326319 5426894.58345854,525734.369464071 5426232.79602056,526125.258478154 5425942.70040386,526342.708596903 5423797.03745956,525398.381842168 5423663.9129168,522437.252367074 5422038.12210942,523058.177422147 5420266.46378414,525660.907137529 5420187.57070968,526590.116033792 5417701.00881252,527592.029712896 5418248.28034838,527464.049344357 5417456.69918036,525135.500617276 5416991.56968124,524241.973584471 5417166.4703884,522939.957283017 5416428.10665974)))",686.186666592826
151,8119000,Rems-Murr-Kreis,"MULTIPOLYGON(((547012.441766949 5407635.39801599,547770.848639979 5406269.73200753,545538.684194007 5404098.01461122,546037.486485263 5402564.18155774,545155.088054462 5401991.49036936,542167.430070142 5403181.2543388,542636.783991894 5399833.04880745,541954.333329156 5399859.30795907,540262.784701147 5398754.37563774,538047.577649884 5401159.45845339,536978.538307509 5400225.00965679,536207.729161902 5401707.29866332,534437.977736425 5402348.5224997,532016.422548221 5402586.60414828,530570.968191084 5400587.6234854,528843.242003497 5403947.33887584,528397.553481684 5402005.52758529,526036.715427145 5402405.72499738,525297.680150258 5401966.81551008,523044.466555539 5402434.13780083,523158.260216629 5402937.3885034,518245.718721335 5404616.62923584,517913.828064653 5410477.43350874,520376.166381704 5411982.29800734,522939.957283017 5416428.10665974,524241.973584471 5417166.4703884,525135.500617276 5416991.56968124,527464.049344357 5417456.69918036,527592.029712896 5418248.28034838,526590.116033792 5417701.00881252,525660.907137529 5420187.57070968,523058.177422147 5420266.46378414,522437.252367074 5422038.12210942,525398.381842168 5423663.9129168,526342.708596903 5423797.03745956,526125.258478154 5425942.70040386,525734.369464071 5426232.79602056,524438.91326319 5426894.58345854,523796.787505253 5427195.58637184,524793.935388768 5427782.81486436,528086.382029005 5429695.58208568,529190.354334982 5431776.05999153,529197.280083163 5432422.24820909,530415.612815753 5432805.92546205,533104.623276763 5435685.55216472,536199.877697336 5435985.12113361,536577.370144821 5436358.78295995,541734.573722883 5432854.51137463,544715.079376546 5433388.62828477,543535.528483674 5432715.80077006,544378.689441671 5429683.54540953,543901.903280559 5428082.83361258,549067.145757325 5426794.72922072,549515.025241977 5424514.61579077,547714.812266699 5423974.38305636,550746.712215448 5423687.34137346,549593.718914147 5420949.07022772,551334.827998877 5418109.01275405,554311.245075766 5416744.7723221,554368.091621775 5413712.9268183,555036.443630272 5413246.34422464,555108.2167413 5412498.7939664,556083.246421831 5411591.09891612,555740.732829194 5411436.51014331,555681.686440222 5408696.42203128,553050.485123403 5407167.71491409,551954.997179676 5408639.64870656,547012.441766949 5407635.39801599)))",856.758335315913
152,8125000,Heilbronn,"MULTIPOLYGON(((504814.904385465 5432502.19734951,504398.38391979 5430295.25747069,501267.386651609 5430014.72851997,499220.881026582 5431651.07834311,497905.299336685 5432067.25536543,495211.771818063 5431937.2413814,490939.023770886 5431372.86311024,491072.041890766 5433963.77297296,490090.155496934 5435420.81229951,491174.08407413 5436358.06866024,492074.128214353 5436653.50085619,490841.901922992 5441792.86877244,487488.111136689 5441420.2036563,487336.576349268 5441543.11699413,488490.02456804 5444167.06840672,486707.465467451 5445012.7029184,486756.937429701 5449093.34613738,490051.212180029 5446857.39798025,492241.850167658 5448114.38574097,491734.848140214 5449969.32431042,496886.77502601 5451141.77613117,497039.790906056 5451926.03749383,500406.737906296 5454360.18950569,499824.085338513 5456935.81024197,501497.614176285 5455994.75368486,503069.321839971 5458379.28285328,501557.108530487 5460384.88592315,503572.114033094 5460013.88104878,504996.867089029 5458470.58141086,508319.813863514 5458360.22821007,508369.281962134 5457741.02011587,510934.254592407 5457972.34879889,509518.694654439 5459950.97013722,511299.039978661 5460297.26818821,511225.683557627 5461887.13313151,511778.167616915 5464032.87313404,513595.660284216 5463685.7483246,517584.358888566 5460535.92055042,519554.350074861 5464212.20160715,520886.516451152 5464172.95673725,522898.61331035 5467199.53981666,522434.08907222 5468816.49064964,523835.083950076 5470590.44061345,527260.406890215 5467907.15810564,530188.237934 5467457.52253483,532200.762738652 5468053.24864673,533814.113916382 5465042.10838583,537409.653767549 5461349.89909582,531953.594802382 5459757.19526881,532309.777213613 5459060.24589001,530600.428449242 5453667.25608684,532929.427207482 5452064.34653786,531934.180137178 5451227.0604597,526554.888475412 5447935.60027649,525039.392245718 5446467.6650561,527377.883577844 5445127.83747195,529347.798753247 5443713.51665093,531487.246676304 5444348.89621176,530747.341121422 5441521.54237073,531646.822613621 5442442.85835511,532699.116013811 5440654.90682255,531586.220866879 5439011.20493649,532302.745392432 5438148.59710538,533383.789612531 5440081.67804143,535601.106883999 5439980.47476079,535708.438619973 5443083.05232515,538497.997999705 5439656.93554128,536628.296369195 5438987.1032239,536577.370144821 5436358.78295995,536199.877697336 5435985.12113361,533104.623276763 5435685.55216472,530415.612815753 5432805.92546205,530321.691923092 5433988.12324785,531121.053253355 5434715.35549386,529001.679124791 5434131.42888851,527885.228004236 5433012.74100986,529197.280083163 5432422.24820909,529190.354334982 5431776.05999153,521556.472954345 5431043.33261481,521098.088677307 5432233.35646615,518694.312558878 5430559.29251153,517298.126674092 5429726.90498474,517189.439922468 5430006.71422636,513580.762485057 5430866.46318028,512141.581471976 5432002.28140807,512777.091185382 5433205.99185367,508469.826147809 5434434.76966334,507425.169890038 5434315.49502752,507792.031926945 5433193.87713986,504814.904385465 5432502.19734951),(503242.412850521 5449398.13182855,506650.51008808 5446376.09628796,509402.998817993 5446421.13386359,511726.340476893 5444110.06968559,509601.94193781 5441412.51107921,510919.694612284 5439220.06844424,511784.887033789 5437805.36157159,513911.900595905 5438979.87830821,514898.076351066 5440010.03152483,518734.43348843 5439077.83252951,521860.84091568 5440455.41659726,520060.058704586 5441074.96294083,518894.871980084 5445215.86411356,517200.708348164 5446344.63385273,515508.305293836 5448357.2990486,511993.909807577 5448849.89555915,511633.917810899 5450424.15251296,508327.345367684 5450866.95095477,507712.216462899 5449247.15848423,503242.412850521 5449398.13182855)))",1097.95437920749
153,8126000,Hohenlohekreis,"MULTIPOLYGON(((555144.950013368 5455040.00143893,555700.950632 5452708.67455741,553394.060325927 5452977.33521145,554923.546321413 5451228.73646747,554278.822020225 5449418.41384696,551025.77282693 5449055.88056212,550296.746094699 5446254.72631579,549080.046965393 5445683.13733031,548706.37137271 5443528.26815303,547372.012762971 5443811.30263522,546571.938307488 5441796.02741916,546666.818584076 5442994.11362401,544291.205476687 5442858.2243252,544170.446679491 5444532.04270264,542278.416251099 5442436.58145272,544736.87808317 5440892.92925871,544430.63842013 5439364.55673739,540966.865473664 5440818.90509019,540914.210916253 5442338.04990511,538827.763195998 5441057.77090721,539398.027285782 5439215.04696232,538497.997999705 5439656.93554128,535708.438619973 5443083.05232515,535601.106883999 5439980.47476079,533383.789612531 5440081.67804143,532302.745392432 5438148.59710538,531586.220866879 5439011.20493649,532699.116013811 5440654.90682255,531646.822613621 5442442.85835511,530747.341121422 5441521.54237073,531487.246676304 5444348.89621176,529347.798753247 5443713.51665093,527377.883577844 5445127.83747195,525039.392245718 5446467.6650561,526554.888475412 5447935.60027649,531934.180137178 5451227.0604597,532929.427207482 5452064.34653786,530600.428449242 5453667.25608684,532309.777213613 5459060.24589001,531953.594802382 5459757.19526881,537409.653767549 5461349.89909582,533814.113916382 5465042.10838583,532200.762738652 5468053.24864673,533716.6266905 5471687.9338119,536846.635714282 5469308.57183212,541598.518784403 5469528.65236093,543092.557286345 5471182.2950198,541347.104246733 5473860.16299328,543786.609863095 5475053.47462804,546571.068646554 5475420.78868701,546285.485537163 5473611.46379413,549495.00741237 5473089.03386055,551223.239549677 5473997.15125094,551675.005939627 5472030.64660337,554286.401321897 5471554.10006546,558034.936522908 5473076.02209807,558873.840392904 5470956.23416006,560369.7796105 5471330.43221192,562115.006075386 5468758.72132657,561524.398371749 5465843.99636212,561978.884638644 5459752.47096169,560682.923619463 5459435.36052971,559311.873999157 5456534.10614008,555144.950013368 5455040.00143893)))",776.558727491139
154,8127000,Schwäbisch Hall,"MULTIPOLYGON(((571254.88893817 5430090.8776493,574226.143166796 5425930.28456371,568942.705686009 5425037.19534055,568677.004154211 5423270.76148125,566908.116904861 5424209.44691048,565961.08947423 5421518.80880038,563788.677388813 5418726.76508465,563291.949492874 5419361.84111508,561165.798546826 5418667.2438,561846.827358285 5420563.9445862,558338.700410113 5421511.67346648,558350.803564811 5422852.97338797,555524.13502403 5422232.23773399,553295.807154414 5424534.60074122,552225.98098337 5422831.03293058,550746.712215448 5423687.34137346,547714.812266699 5423974.38305636,549515.025241977 5424514.61579077,549067.145757325 5426794.72922072,543901.903280559 5428082.83361258,544378.689441671 5429683.54540953,543535.528483674 5432715.80077006,544715.079376546 5433388.62828477,541734.573722883 5432854.51137463,536577.370144821 5436358.78295995,536628.296369195 5438987.1032239,538497.997999705 5439656.93554128,539398.027285782 5439215.04696232,538827.763195998 5441057.77090721,540914.210916253 5442338.04990511,540966.865473664 5440818.90509019,544430.63842013 5439364.55673739,544736.87808317 5440892.92925871,542278.416251099 5442436.58145272,544170.446679491 5444532.04270264,544291.205476687 5442858.2243252,546666.818584076 5442994.11362401,546571.938307488 5441796.02741916,547372.012762971 5443811.30263522,548706.37137271 5443528.26815303,549080.046965393 5445683.13733031,550296.746094699 5446254.72631579,551025.77282693 5449055.88056212,554278.822020225 5449418.41384696,554923.546321413 5451228.73646747,553394.060325927 5452977.33521145,555700.950632 5452708.67455741,555144.950013368 5455040.00143893,559311.873999157 5456534.10614008,560682.923619463 5459435.36052971,561978.884638644 5459752.47096169,561524.398371749 5465843.99636212,562115.006075386 5468758.72132657,567073.40410747 5469374.91413745,567922.471993804 5467029.80305611,570955.137518064 5469885.51850091,575500.799566672 5469027.3382904,574850.749267965 5470566.82025246,576418.078665332 5471225.43462265,580254.412211848 5471973.48928991,580702.688253946 5470840.36885518,581664.011795578 5467655.26158821,580497.245056024 5464987.04489734,581650.682327417 5464182.85501951,582303.594725963 5464507.60685495,582442.775093377 5460987.71607033,584120.761764942 5459310.74007453,582517.936685781 5457226.14131325,582110.995978043 5458769.44510278,581042.686625006 5457668.79359796,582345.989240232 5455969.36418276,581499.991536464 5455557.35723849,582980.641265488 5451937.98878169,582074.871953263 5451113.70515962,585345.085660039 5447934.19403699,587263.820385574 5445460.87548372,589764.68282528 5445646.72881309,591697.49594092 5442562.51187293,587962.39573967 5439062.47277514,591300.689784092 5438526.79631093,590131.240422093 5436678.19327977,591812.279913843 5434830.29489185,589243.046915384 5433512.99086057,587109.747371387 5432958.46186966,585282.981275205 5434640.3557646,581489.747287851 5432114.41011397,578384.618487258 5433152.63047191,576593.049701674 5432567.79911679,574536.25475749 5433795.89191143,572874.965040958 5431597.42452791,571287.578652447 5432457.80216794,571254.88893817 5430090.8776493)))",1483.14318740806
155,8128000,Main-Tauber-Kreis,"MULTIPOLYGON(((570517.297640235 5481483.77001613,573933.203307548 5482001.50642763,576449.00428458 5485238.3026547,575611.500133818 5486336.72935477,576783.994043884 5488600.32496111,578399.385207044 5488447.90574528,578680.073262253 5487788.00410789,578275.661607001 5485123.26379662,581173.209231133 5484873.02360523,579660.380003327 5482702.58070986,581018.841249431 5480658.98520639,579350.963015837 5477824.50839789,582629.700795967 5475200.16275145,583596.561794457 5472674.58808395,582607.884599572 5472890.89338814,584267.290605575 5471499.58213132,580702.688253946 5470840.36885518,580254.412211848 5471973.48928991,576418.078665332 5471225.43462265,574850.749267965 5470566.82025246,575500.799566672 5469027.3382904,570955.137518064 5469885.51850091,567922.471993804 5467029.80305611,567073.40410747 5469374.91413745,562115.006075386 5468758.72132657,560369.7796105 5471330.43221192,558873.840392904 5470956.23416006,558034.936522908 5473076.02209807,554286.401321897 5471554.10006546,551675.005939627 5472030.64660337,551223.239549677 5473997.15125094,549495.00741237 5473089.03386055,546285.485537163 5473611.46379413,546571.068646554 5475420.78868701,543786.609863095 5475053.47462804,542752.17604824 5476495.039319,539848.812597828 5477605.73588306,536996.031678587 5476412.68586708,537483.248444174 5480076.89566488,535836.571874919 5483436.53265659,539497.371231045 5485932.45150541,537342.321559301 5489357.11228077,536093.65932973 5492875.17514189,536968.994762631 5494530.89326188,539322.740067513 5494416.11101593,538915.436230214 5498723.60953825,529654.418922463 5501300.11665086,529317.927202599 5503085.37405845,530305.558045164 5506097.83752717,529403.704721819 5507741.79913136,527791.98087875 5508784.61546254,527580.658192061 5506176.13954398,525771.214912665 5505814.27342081,524799.271608882 5507402.47935731,526969.592126256 5508456.6359045,525353.720566103 5508934.16947729,521303.84419629 5509824.34304446,523280.188290723 5510195.64259002,522732.606768441 5512920.76027062,525923.306453844 5513352.73206804,527181.048231644 5513985.54792422,529250.058743356 5514032.54209557,531169.50773938 5515189.00931691,532823.214233108 5513120.56325297,533944.914164429 5514246.82295837,536508.37860041 5515024.12615908,537053.85890017 5512494.98303975,539352.663995724 5512804.67163743,540589.240323523 5510383.57263276,540273.653643814 5514209.97774967,546693.643067631 5515648.53868812,546943.150128908 5512859.23815469,546331.038543052 5511019.99532838,545659.067795324 5507391.73784854,545149.005481095 5505753.34928342,547137.238282821 5504051.11207263,551252.857983712 5508519.26344568,552698.530714751 5504237.34057415,557485.05501824 5509035.99580614,559222.632164513 5506682.19773034,560476.153070982 5503559.01853198,559718.824453528 5501305.11777714,562459.715872983 5497343.55865391,563055.673656604 5495644.47014158,559263.442789445 5490151.41361753,558694.999023721 5489547.72834087,562161.787556316 5488514.55432863,563307.079847188 5492151.06457377,566041.055599784 5492457.18567836,564953.713093461 5490363.45668339,566600.146026176 5489430.18252933,566880.993321728 5487702.13448078,566851.30165373 5484551.30761756,566170.406697749 5482691.92172879,569458.809352692 5481687.59709937,570668.843844989 5481857.95256576,570517.297640235 5481483.77001613)))",1304.08078025796
156,8135000,Heidenheim,"MULTIPOLYGON(((595623.001615325 5384226.74129874,596339.020491588 5381789.23884472,596494.827964465 5378351.88983391,596876.803232949 5375257.01291112,594395.715390979 5374454.24194206,593427.886023432 5374782.05451241,590900.320602568 5373775.34770829,587556.981299286 5379086.12011618,586458.659831253 5378017.57392884,585213.923968973 5378253.88711885,584429.075915062 5378573.89352506,582153.583796613 5378706.13671755,581893.985739212 5380228.61481429,581428.845278598 5380473.34016212,581367.009134521 5380639.23292902,581208.476404464 5380700.69925696,581132.497808253 5381010.28291389,580948.66920514 5381155.8326349,577975.855605598 5382008.56025761,576664.130903478 5384271.07935968,571721.098026602 5382849.72117692,569559.002064184 5386951.18075561,567840.823863372 5388077.73432173,568608.282564399 5390906.60902595,570437.173930569 5390899.07634707,570843.611826287 5394285.74316087,573018.447217082 5395184.98390574,572641.22093626 5397607.22598036,573737.092384938 5398712.96523693,574709.02658889 5398260.36350516,575211.755704971 5401887.11484568,576898.404541413 5399990.82108279,579565.584281504 5401229.81087845,583326.880423831 5402060.53400054,584329.07868653 5404364.35883662,586404.392228123 5400163.72698081,586663.692166573 5403322.74367024,588814.067123527 5403855.39368295,593980.232204063 5401013.83390113,598241.147723447 5398533.19195551,601870.901063916 5400413.8327464,604662.412847763 5400030.9212296,606475.772825153 5398235.70216666,607529.769965824 5399148.45453557,609439.281530761 5394803.16113004,610035.626079166 5393767.93552205,607857.139768351 5391867.16753848,603874.696076876 5390735.81487257,605348.793855353 5395039.59979862,602483.911677816 5393773.18693617,602299.868399383 5391392.72054156,600251.505785409 5389797.454077,599521.761631366 5390396.00040236,598523.742107912 5393634.12226247,597097.559364814 5393707.86135609,593344.925582342 5395277.88598882,593543.954439375 5393246.64238345,592467.476832844 5392618.39911344,592759.050131019 5389858.43953836,595522.701493944 5387533.33353068,597229.718708902 5384280.45537071,595623.001615325 5384226.74129874)))",627.021367606209
